4
0.65    647.8851506245  20987   36584   2.3385274487     1.3756043816    0.7588477996
0.75    687.3262382167  20859   66606   2.4495507381     1.4409121989    0.787377611
0.85    720.524708109   12343   8328    2.5627869258     1.5075217211    0.8122228191
0.95    748.4906335368  3818    24557   2.6779284167     1.5752520098    0.8338200611
